Drugname,Price,Search Query,Date,Price_prev,Price Changed,Form,Company,Region,Category
NACTALIA 2 MILAK,1,,2024-10-07 17:24:10,,True,Injection,CureWell,Europe,Antifungal
NACTALIA 2 MILAK,1,,2024-10-07 17:24:10,,True,Syrup,BioTech,Asia,Painkiller
NACTALIA 2 MILK,15,,2024-10-07 17:24:10,,True,Injection,PharmaCorp,North America,Vitamin
NACTALIA 2 MILK,11,,2024-10-07 17:24:10,,True,Tablet,MediHealth,North America,Painkiller
NACTALIA 2 MILK,2,,2024-10-07 17:24:10,,True,Injection,PharmaCorp,Africa,Painkiller
NACTALIA 2 MILK 400 GM,7,,2024-10-07 17:24:11,,True,Ointment,CureWell,North America,Antifungal
NACTALIA 2 MILK 400 GM,2,,2024-10-07 17:24:11,,True,Ointment,PharmaCorp,Africa,Painkiller
NACTALIA 2 MILK 400 GM,3,,2024-10-07 17:24:11,,True,Injection,CureWell,North America,Vitamin
NACTALIA 2 MILK 400 GM,5,,2024-10-07 17:24:11,,True,Capsule,CureWell,Europe,Painkiller
NACTALIA 2 MILK 400 GM,474,,2024-10-07 17:24:11,,True,Tablet,PharmaCorp,Africa,Antiviral
NACTALIA 2 MILK 400 GM,3,,2024-10-07 17:24:11,,True,Syrup,MedGen,Africa,Antifungal
NACTALIA 2 MILK 400 GM,1,,2024-10-07 17:24:11,,True,Injection,MediHealth,Middle East,Vitamin
NACTALIA 2 MILK 400 GM,1,,2024-10-07 17:24:11,,True,Ointment,MedGen,Middle East,Antibiotic
NACTALIA 2 MILK 400 GM,2,,2024-10-07 17:24:11,,True,Ointment,PharmaCorp,North America,Vitamin
NACTALIA 2 MILK 400 GM,6,,2024-10-07 17:24:11,,True,Syrup,MediHealth,Middle East,Painkiller
NACTALIA 2 MILK 400 GM,414,,2024-10-07 17:24:12,,True,Tablet,BioTech,Europe,Vitamin
NACTALIA 2 MILK 400 GM,6,,2024-10-07 17:24:12,,True,Syrup,BioTech,Europe,Vitamin
NACTALIA 2 MILK 400 GM,12,,2024-10-07 17:24:12,,True,Ointment,PharmaCorp,Europe,Antiviral
NACTALIA 2 MILK 400 GM,1,,2024-10-07 17:24:12,,True,Tablet,MediHealth,Asia,Painkiller
NACTALIA 2 MILK 400 GM,23,,2024-10-07 17:24:12,,True,Injection,MediHealth,Middle East,Antifungal
NACTALIA 2 MILK 400 GM 6-12 MONTH,1,,2024-10-07 17:24:12,,True,Tablet,MedGen,Middle East,Painkiller
NACTALIA 2 MILK 400 GM 6-12 MONTH,1,,2024-10-07 17:24:12,,True,Tablet,BioTech,North America,Painkiller
NACTALIA 2 MILK 400 GM NEW,1,,2024-10-07 17:24:12,,True,Capsule,PharmaCorp,North America,Vitamin
NACTALIA 2 MILK 400 GM- دعم,2,,2024-10-07 17:24:12,,True,Capsule,BioTech,Africa,Antibiotic
NACTALIA 2 MILK 400 GMSACHETS,1,,2024-10-07 17:24:12,,True,Syrup,MedGen,Asia,Antibiotic
NACTALIA 2 MILK 400GM,3,,2024-10-07 17:24:12,,True,Tablet,CureWell,Middle East,Vitamin
NACTALIA 2 MILK 400GM,2,,2024-10-07 17:24:12,,True,Injection,BioTech,Europe,Antifungal
NACTALIA 2 MILK 400MG,1,,2024-10-07 17:24:13,,True,Tablet,PharmaCorp,Africa,Antibiotic
NACTALIA 2 MILK -MODAAM,1,,2024-10-07 17:24:13,,True,Capsule,MedGen,Africa,Antifungal
NACTALIA 2 MILK -MODAAM,2,,2024-10-07 17:24:13,,True,Injection,PharmaCorp,Asia,Vitamin
NACTALIA 2 MILK تحيا مصر,1,,2024-10-07 17:24:13,,True,Syrup,CureWell,Africa,Antibiotic
NACTALIA 2 MILK تحيا مصر,1,,2024-10-07 17:24:13,,True,Ointment,CureWell,Asia,Painkiller
NACTALIA 2 MILK لبن الجيش,1,,2024-10-07 17:24:13,,True,Syrup,CureWell,Africa,Antibiotic
NACTALIA 2 MILK لبن الجيش,1,,2024-10-07 17:24:13,,True,Syrup,MedGen,Africa,Vitamin
NACTALIA 2 MILK لبن فوق6شهور,1,,2024-10-07 17:24:13,,True,Capsule,CureWell,Asia,Antibiotic
NACTALIA 2 MILK -مدعم,1,,2024-10-07 17:24:13,,True,Injection,CureWell,Africa,Painkiller
NACTALIA 2 MILK -مدعم,1,,2024-10-07 17:24:13,,True,Capsule,CureWell,Africa,Antifungal
NACTALIA 2 MILKمدعم,1,,2024-10-07 17:24:13,,True,Syrup,MedGen,Middle East,Antibiotic
NACTALIA 2 تحيا مصر,1,,2024-10-07 17:24:14,,True,Tablet,MediHealth,Europe,Antifungal
NACTALIA 2 مدعم,1,,2024-10-07 17:24:14,,True,Capsule,CureWell,Africa,Antifungal
NACTALIA 2 مدعم,1,,2024-10-07 17:24:14,,True,Tablet,MediHealth,Europe,Vitamin
NACTALIA 2$ MILK 400 GM,1,,2024-10-07 17:24:14,,True,Capsule,PharmaCorp,Africa,Painkiller
NACTALIA 2MILK,1,,2024-10-07 17:24:14,,True,Tablet,CureWell,Africa,Antiviral
NACTALIA 2MILK400GM,1,,2024-10-07 17:24:14,,True,Tablet,CureWell,North America,Antibiotic
NACTALIA FRANCE 1 MILK,1,,2024-10-07 17:24:14,,True,Tablet,CureWell,Europe,Vitamin
NACTALIA MILK,1,,2024-10-07 17:24:14,,True,Tablet,MediHealth,Africa,Painkiller
NACTALIA MILK,1,,2024-10-07 17:24:14,,True,Capsule,MedGen,Middle East,Antibiotic
NACTALIA MILK 1,1,,2024-10-07 17:24:14,,True,Syrup,MediHealth,Middle East,Antiviral
NACTALIA MILK 2,1,,2024-10-07 17:24:15,,True,Capsule,CureWell,Middle East,Antiviral
NACTALIA NO 1 MILK,1,,2024-10-07 17:24:15,,True,Capsule,CureWell,Europe,Vitamin
NACTALIA NO 1 MILK,1,,2024-10-07 17:24:15,,True,Ointment,MedGen,North America,Antiviral
NACTALIA NO 1 MILK 400 GM,1,,2024-10-07 17:24:15,,True,Syrup,PharmaCorp,Asia,Painkiller
NACTALIA NO 2 MILK,1,,2024-10-07 17:24:15,,True,Tablet,CureWell,Asia,Antifungal
NACTALIA NO 2 MILK,1,,2024-10-07 17:24:15,,True,Syrup,MedGen,Europe,Painkiller
NACTALIA PREMATURE MILK 400 GM,2,,2024-10-07 17:24:15,,True,Injection,MedGen,Asia,Antifungal
NACTALIA PREMATURE MILK 400 GM,6,,2024-10-07 17:24:15,,True,Injection,MediHealth,Europe,Antibiotic
NACTALIA PREMATURE MILK 400 GM,1,,2024-10-07 17:24:15,,True,Ointment,MediHealth,Middle East,Painkiller
NACTALIA PREMATURE MILK 400 GM,1,,2024-10-07 17:24:15,,True,Capsule,PharmaCorp,Middle East,Vitamin
NACTALIA1 400GM MILK,1,,2024-10-07 17:24:15,,True,Tablet,MediHealth,Africa,Antibiotic
NACTALIA1 400GM MILKلبن,1,,2024-10-07 17:24:15,,True,Ointment,MediHealth,Middle East,Vitamin
NACTALIA1 MILK FORMULA450G,1,,2024-10-07 17:24:16,,True,Capsule,BioTech,Africa,Antiviral
NACTALIA2 MILK FORMULA450G,1,,2024-10-07 17:24:16,,True,Syrup,MedGen,Africa,Painkiller
NADABAN WASH 250ML,1,,2024-10-07 17:24:16,,True,Capsule,PharmaCorp,Asia,Antifungal
NAFENIRA EYE DROPS,1,,2024-10-07 17:24:16,,True,Tablet,BioTech,North America,Antiviral
NAFENIRA EYE DROPS 15 ML,1,,2024-10-07 17:24:16,,True,Syrup,BioTech,Asia,Painkiller
NAGLOVIC 750 MG 10 F.C.TABS.,1,,2024-10-07 17:24:16,,True,Tablet,PharmaCorp,North America,Antiviral
NAGLOVIC 750MG 10 F.C. TABS.,1,,2024-10-07 17:24:16,,True,Injection,PharmaCorp,Africa,Antifungal
NAGLOVIC 750MG 10 TAB,1,,2024-10-07 17:24:16,,True,Capsule,PharmaCorp,North America,Vitamin
NAGLOVIC 750MG 10 TAB,4,,2024-10-07 17:24:16,,True,Syrup,BioTech,Asia,Antifungal
NAGLOVIC750MG10 TABS,1,,2024-10-07 17:24:16,,True,Injection,MedGen,Asia,Antiviral
NAIL,2,,2024-10-07 17:24:16,,True,Injection,MedGen,Asia,Vitamin
NAIL 15 LOTION,3,,2024-10-07 17:24:16,,True,Syrup,PharmaCorp,Asia,Vitamin
NAIL 15 SOLUTION 15 ML,1,,2024-10-07 17:24:16,,True,Capsule,MedGen,Africa,Vitamin
NAIL 15 TOPICAL LOTION,1,,2024-10-07 17:24:16,,True,Ointment,CureWell,Europe,Antifungal
NAIL 15 TOPICAL LOTION 15ML,4,,2024-10-07 17:24:17,,True,Injection,CureWell,Africa,Vitamin
NAIL CETA,1,,2024-10-07 17:24:17,,True,Tablet,BioTech,Asia,Antifungal
NAIL CETA LOTION 10 ML,1,,2024-10-07 17:24:17,,True,Capsule,MedGen,Europe,Antifungal
NAIL CETA LOTION,1,,2024-10-07 17:24:17,,True,Tablet,BioTech,Europe,Vitamin
NAIL CETA LOTION 10 ML,1,,2024-10-07 17:24:17,,True,Tablet,MedGen,Europe,Antiviral
NAIL CETA LOTION 10ML,1,,2024-10-07 17:24:17,,True,Ointment,CureWell,Africa,Painkiller
NAIL CLIPPER BOXIN BIG,1,,2024-10-07 17:24:17,,True,Capsule,BioTech,Middle East,Painkiller
NAIL CLIPPER FOOT,1,,2024-10-07 17:24:17,,True,Injection,BioTech,Africa,Painkiller
NAIL CLIPPER KCORONA,1,,2024-10-07 17:24:17,,True,Capsule,MediHealth,Africa,Antibiotic
NAIL CLIPPER L,1,,2024-10-07 17:24:17,,True,Capsule,PharmaCorp,Europe,Antifungal
NAIL CLIPPER LARGE,1,,2024-10-07 17:24:17,,True,Capsule,MedGen,Asia,Antibiotic
NAIL CLIPPER MELISA,1,,2024-10-07 17:24:17,,True,Tablet,CureWell,Asia,Antiviral
NAIL CLIPPER PROFFESIONAL USE ( L ),1,,2024-10-07 17:24:17,,True,Capsule,PharmaCorp,Asia,Vitamin
NAIL CLIPPER RI,1,,2024-10-07 17:24:18,,True,Injection,MedGen,Europe,Vitamin
NAIL CLIPPER SMALL,1,,2024-10-07 17:24:18,,True,Tablet,MedGen,Middle East,Antibiotic
NAIL CLIPPER TRUE,1,,2024-10-07 17:24:18,,True,Injection,BioTech,North America,Vitamin
NAIL CLIPPER YARONG,1,,2024-10-07 17:24:18,,True,Syrup,MedGen,Europe,Antiviral
NAIL CLIPPER امريكي,1,,2024-10-07 17:24:18,,True,Syrup,PharmaCorp,Africa,Antifungal
NAIL CLIPPER قصافة,1,,2024-10-07 17:24:18,,True,Tablet,MediHealth,North America,Painkiller
NAIL CLIPPERS قصافه صغيره,2,,2024-10-07 17:24:18,,True,Syrup,CureWell,North America,Painkiller
NAIL CLIPPERS كبيره,1,,2024-10-07 17:24:18,,True,Ointment,BioTech,Middle East,Painkiller
NAIL FILE LASER,1,,2024-10-07 17:24:18,,True,Capsule,MediHealth,Africa,Painkiller
NAIL GLUE,1,,2024-10-07 17:24:18,,True,Injection,MedGen,Middle East,Antiviral
NAIL GLUE,1,,2024-10-07 17:24:18,,True,Syrup,MediHealth,Middle East,Painkiller
NAIL GLUE SILICON,1,,2024-10-07 17:24:18,,True,Ointment,BioTech,Africa,Vitamin
NAIL GLUE SILICON 72 PCS,1,,2024-10-07 17:24:19,,True,Tablet,MediHealth,Middle East,Antifungal
NAIL GLUE STICKER,1,,2024-10-07 17:24:19,,True,Capsule,MediHealth,North America,Antiviral
NAIL GLUE لزق اظافر,1,,2024-10-07 17:24:19,,True,Tablet,MediHealth,Middle East,Painkiller
NAIL LACQUER,1,,2024-10-07 17:24:19,,True,Capsule,MedGen,Middle East,Antibiotic
NAIL LOTION,1,,2024-10-07 17:24:19,,True,Tablet,CureWell,North America,Vitamin
NAIL LOTION,1,,2024-10-07 17:24:19,,True,Ointment,MediHealth,Middle East,Vitamin
NAIL LOTION,2,,2024-10-07 17:24:19,,True,Injection,BioTech,Middle East,Vitamin
NAIL LOTION TERRRY MIX ( مصنع النيل ),1,,2024-10-07 17:24:19,,True,Syrup,MedGen,Africa,Antiviral
NAIL LOTION جديد,1,,2024-10-07 17:24:19,,True,Injection,MediHealth,Europe,Antifungal
NAIL POLISH,1,,2024-10-07 17:24:19,,True,Capsule,CureWell,Africa,Antiviral
NAIL POLISH,1,,2024-10-07 17:24:19,,True,Syrup,MedGen,Europe,Vitamin
NAIL POLISH 2 COLOURS,1,,2024-10-07 17:24:19,,True,Injection,MediHealth,Europe,Vitamin
NAIL POLISH 5ML مقوي اظافر,1,,2024-10-07 17:24:20,,True,Injection,BioTech,Middle East,Vitamin
NAIL POLISH COCO,1,,2024-10-07 17:24:20,,True,Capsule,MedGen,Europe,Antiviral
NAIL POLISH COLORLESS,1,,2024-10-07 17:24:20,,True,Syrup,CureWell,North America,Antibiotic
NAIL POLISH REMOVER 32,1,,2024-10-07 17:24:20,,True,Ointment,CureWell,Asia,Vitamin
NAIL POLSH REMOVER BLESS,1,,2024-10-07 17:24:20,,True,Ointment,MedGen,Middle East,Antifungal
NAIL SETA,1,,2024-10-07 17:24:20,,True,Ointment,PharmaCorp,Middle East,Vitamin
NAIL SHAPER,1,,2024-10-07 17:24:20,,True,Syrup,PharmaCorp,North America,Antiviral
NAIL SHAPER FILE O.P.I,1,,2024-10-07 17:24:20,,True,Syrup,BioTech,North America,Antibiotic
NAIL TOPICAL LOTION 15 ML,7,,2024-10-07 17:24:20,,True,Capsule,MediHealth,Europe,Antiviral
NAIL TOPICAL LOTION 15 ML,7,,2024-10-07 17:24:20,,True,Capsule,MedGen,Middle East,Antibiotic
NAIL TOPICAL LOTION 15 ML,2,,2024-10-07 17:24:20,,True,Capsule,CureWell,North America,Antifungal
NAIL TOPICAL LOTION 15 ML,1,,2024-10-07 17:24:20,,True,Syrup,MedGen,North America,Vitamin
NAIL TOPICAL LOTION 15 ML,158,,2024-10-07 17:24:20,,True,Capsule,MedGen,Europe,Antiviral
NAIL TOPICAL LOTION 15 ML,2,,2024-10-07 17:24:21,,True,Tablet,CureWell,Africa,Antifungal
NAIL TOPICAL LOTION 15 ML,1,,2024-10-07 17:24:21,,True,Injection,CureWell,Middle East,Vitamin
NAIL TOPICAL LOTION 15 ML,5,,2024-10-07 17:24:21,,True,Injection,BioTech,Europe,Antibiotic
NAIL TOPICAL LOTION 15 ML,6,,2024-10-07 17:24:21,,True,Ointment,MediHealth,Europe,Antifungal
NAIL TOPICAL LOTION 15 ML,1,,2024-10-07 17:24:21,,True,Ointment,PharmaCorp,Africa,Antibiotic
NAIL TOPICAL LOTION 15 ML NEW,1,,2024-10-07 17:24:21,,True,Ointment,BioTech,Africa,Vitamin
NAIL TOPICAL LOTION 15 ML سعر قديم,1,,2024-10-07 17:24:21,,True,Ointment,BioTech,Asia,Antiviral
NAIL TOPICAL OLD,1,,2024-10-07 17:24:21,,True,Syrup,CureWell,Europe,Vitamin
NAIL اظافر تركيب,1,,2024-10-07 17:24:21,,True,Tablet,MediHealth,North America,Antiviral
NAIL-15 TOPICAL LOTION,1,,2024-10-07 17:24:21,,True,Tablet,CureWell,Asia,Vitamin
NAILCETA LOTION,1,,2024-10-07 17:24:21,,True,Capsule,MediHealth,Asia,Vitamin
NAILCETA LOTION,1,,2024-10-07 17:24:21,,True,Syrup,MedGen,Asia,Antiviral
NAILCETA LOTION 10ML,1,,2024-10-07 17:24:21,,True,Capsule,PharmaCorp,North America,Antibiotic
NAILCETA NAIL CARE LOTION,1,,2024-10-07 17:24:22,,True,Capsule,BioTech,Africa,Vitamin
NAILCETA 10ML LOTION,1,,2024-10-07 17:24:22,,True,Capsule,CureWell,Middle East,Antiviral
NAILCETA 10ML LOTION,1,,2024-10-07 17:24:22,,True,Capsule,MedGen,Africa,Antibiotic
NAILCETA LOTION,4,,2024-10-07 17:24:22,,True,Syrup,MedGen,Europe,Antifungal
NAILCETA LOTION 10 ML,1,,2024-10-07 17:24:22,,True,Injection,MedGen,North America,Vitamin
NAILCETA NAIL LOTION 10 ML,2,,2024-10-07 17:24:22,,True,Capsule,CureWell,Africa,Antiviral
NAILCETA NAIL LOTION 10ML,1,,2024-10-07 17:24:22,,True,Capsule,CureWell,Africa,Antiviral
NAILS 100 PCS,1,,2024-10-07 17:24:22,,True,Ointment,PharmaCorp,Europe,Vitamin
NAILS 12 PCS,1,,2024-10-07 17:24:22,,True,Syrup,BioTech,Asia,Painkiller
NAIR H/REMOVAL CHERRY BLOSSOM VAG.DOUSH,1,,2024-10-07 17:24:22,,True,Tablet,BioTech,Europe,Antifungal
NAIR H/REMOVAL COCOA BUTTER CREAM,1,,2024-10-07 17:24:22,,True,Ointment,BioTech,Europe,Painkiller
NAIR HAIR REMOVER,1,,2024-10-07 17:24:22,,True,Syrup,CureWell,Middle East,Antiviral
NAIR HAIR REMOVER 200ML SPRAY,1,,2024-10-07 17:24:23,,True,Tablet,MedGen,Africa,Antifungal
NAIR SPRAY ROSE,1,,2024-10-07 17:24:23,,True,Tablet,PharmaCorp,Africa,Antibiotic
NAKATO ANTI-DANDRUFF HAIR SHAMPOO,1,,2024-10-07 17:24:23,,True,Ointment,CureWell,North America,Antibiotic
NAKATO HAIR LOTION,1,,2024-10-07 17:24:23,,True,Tablet,MedGen,Asia,Painkiller
NAKATO HAIR SHAMPOO 120 ML,1,,2024-10-07 17:24:23,,True,Capsule,MediHealth,Asia,Antiviral
NAKATO HAIR SHAMPOO 200ML,1,,2024-10-07 17:24:23,,True,Tablet,PharmaCorp,Asia,Antifungal
NAKATO LOTION,1,,2024-10-07 17:24:23,,True,Syrup,MedGen,Asia,Vitamin
NAKATO SHAMPOO,1,,2024-10-07 17:24:23,,True,Ointment,MedGen,Asia,Antifungal
NAKATO SHAMPOO A.D DRY,1,,2024-10-07 17:24:23,,True,Syrup,PharmaCorp,Asia,Antifungal
NAKATO SHAMPOO A.D DRY,1,,2024-10-07 17:24:23,,True,Ointment,PharmaCorp,North America,Antiviral
NAKATO SHAMPOO A.D OILY,1,,2024-10-07 17:24:23,,True,Injection,MediHealth,North America,Vitamin
NAKATO SHAMPOO A.D OILY,1,,2024-10-07 17:24:23,,True,Syrup,MedGen,Middle East,Antifungal
NAKATO SHAMPOO 200ML,1,,2024-10-07 17:24:24,,True,Syrup,MediHealth,Middle East,Antiviral
NAKTALIA 1 MILK,1,,2024-10-07 17:24:24,,True,Injection,BioTech,Middle East,Antifungal
NAL,1,,2024-10-07 17:24:24,,True,Tablet,MediHealth,North America,Painkiller
NAL,2,,2024-10-07 17:24:24,,True,Syrup,BioTech,Europe,Antifungal
NAL,1,,2024-10-07 17:24:24,,True,Tablet,PharmaCorp,Middle East,Antifungal
NALANDY 30TAB,1,,2024-10-07 17:24:24,,True,Capsule,MedGen,Asia,Antibiotic
NALBUP,1,,2024-10-07 17:24:24,,True,Injection,PharmaCorp,Africa,Vitamin
NALBUPHINE 20MG SUNNY 5 AMP,1,,2024-10-07 17:24:24,,True,Syrup,MediHealth,Middle East,Antifungal
NALBUPHINE 20MG/2ML 10 AMP.,2,,2024-10-07 17:24:24,,True,Syrup,MedGen,Europe,Vitamin
NALBUPHINE 20MG/2ML 10 AMP.,1,,2024-10-07 17:24:24,,True,Injection,CureWell,Europe,Painkiller
NALBUPHINE 20MG/2ML AMP.,1,,2024-10-07 17:24:24,,True,Ointment,PharmaCorp,Asia,Antiviral
NALBUPHINE 20MG/ML I.M./I.V./S.C.AMP.,1,,2024-10-07 17:24:24,,True,Syrup,MedGen,North America,Painkiller
NALBUPHINE 20MG/ML I.M./I.V./S.C.AMP.,1,,2024-10-07 17:24:25,,True,Injection,CureWell,Africa,Antibiotic
NALBUPHINE-SUNN,1,,2024-10-07 17:24:25,,True,Tablet,MediHealth,Middle East,Antiviral
NALCOZAM 30FILM COATED TABS,1,,2024-10-07 17:24:25,,True,Capsule,BioTech,North America,Painkiller
NALCOZAM 30TAP,1,,2024-10-07 17:24:25,,True,Capsule,CureWell,Asia,Vitamin
NALCOZAM 30 TAB,1,,2024-10-07 17:24:25,,True,Ointment,CureWell,Middle East,Antibiotic
NALFIN 1ML10 AMP.,1,,2024-10-07 17:24:25,,True,Syrup,BioTech,Middle East,Vitamin
NALFIN 20MG 10 AMP,1,,2024-10-07 17:24:25,,True,Tablet,MediHealth,Europe,Painkiller
NALFIN AMP,2,,2024-10-07 17:24:25,,True,Capsule,CureWell,Asia,Painkiller
NALOFEN AMP,1,,2024-10-07 17:24:25,,True,Tablet,CureWell,Europe,Vitamin
NALOOOOO VIAL,1,,2024-10-07 17:24:25,,True,Capsule,PharmaCorp,Africa,Antiviral
NALPAIN 20MG/ML AMP.,1,,2024-10-07 17:24:25,,True,Syrup,BioTech,Asia,Antifungal
NALUFEN 20MG/ML 1 AMP,1,,2024-10-07 17:24:25,,True,Capsule,MediHealth,North America,Antifungal
NALUFEN 20MG/ML 1 AMP,1,,2024-10-07 17:24:25,,True,Ointment,PharmaCorp,Asia,Antibiotic
NALUFEN 20MG/ML 1 AMP,4,,2024-10-07 17:24:26,,True,Tablet,PharmaCorp,Asia,Antifungal
NALUFEN 20MG/ML 1 AMP,1,,2024-10-07 17:24:26,,True,Ointment,BioTech,Middle East,Antifungal
NALUFEN 20MG/ML 1 AMP,1,,2024-10-07 17:24:26,,True,Tablet,CureWell,North America,Antifungal
NALUFEN 20MG/ML 1 AMP,1,,2024-10-07 17:24:26,,True,Capsule,CureWell,North America,Painkiller
NALUFEN 20MG/ML 1 AMP,1,,2024-10-07 17:24:26,,True,Capsule,PharmaCorp,Middle East,Antiviral
NALUFEN 20MG/ML 1AMP,1,,2024-10-07 17:24:26,,True,Injection,BioTech,Middle East,Antibiotic
NALUFEN 20MG/ML 5 AMP,2,,2024-10-07 17:24:26,,True,Capsule,MediHealth,Europe,Vitamin
NALUFEN 20MG/ML 5 AMP,1,,2024-10-07 17:24:26,,True,Syrup,CureWell,North America,Antibiotic
NALUFEN 20MG/ML 5 AMP,1,,2024-10-07 17:24:26,,True,Tablet,MedGen,Middle East,Antibiotic
NALUFEN 20MG/ML 5 AMP,2,,2024-10-07 17:24:26,,True,Ointment,CureWell,North America,Antiviral
NALUFEN 20MG/ML 5 AMP,2,,2024-10-07 17:24:26,,True,Tablet,MedGen,Africa,Antiviral
NALUFEN 20MG/ML 5 AMP,2,,2024-10-07 17:24:26,,True,Tablet,CureWell,Middle East,Antifungal
NALUFEN 20MG/ML 5 AMP,1,,2024-10-07 17:24:27,,True,Capsule,MedGen,Africa,Antiviral
NALUFEN 20MG/ML 5 AMP,1,,2024-10-07 17:24:27,,True,Syrup,CureWell,Europe,Antifungal
NALUFEN 20MG/ML 5 AMP,1,,2024-10-07 17:24:27,,True,Capsule,BioTech,Middle East,Antifungal
NALUFEN 20MG/ML 5 AMP,9,,2024-10-07 17:24:27,,True,Ointment,BioTech,Europe,Vitamin
NALUFEN 20MG/ML 5 AMP,4,,2024-10-07 17:24:27,,True,Capsule,MedGen,Europe,Antiviral
NALUFEN 20MG/ML 5 AMP,1,,2024-10-07 17:24:27,,True,Injection,MedGen,Europe,Painkiller
NALUFEN 20MG/ML 5 AMP,2,,2024-10-07 17:24:27,,True,Tablet,CureWell,Middle East,Painkiller
NALUFEN 20MG/ML 5 AMP,2,,2024-10-07 17:24:27,,True,Injection,MedGen,Asia,Antibiotic
NALUFEN 20MG/ML 5 AMP,5,,2024-10-07 17:24:27,,True,Capsule,CureWell,Europe,Antifungal
NALUFEN 20MG/ML 5 AMP,6,,2024-10-07 17:24:27,,True,Capsule,PharmaCorp,Europe,Antiviral
NALUFEN 20MG/ML 5 AMP,2,,2024-10-07 17:24:27,,True,Syrup,MediHealth,Europe,Antiviral
NALUFEN 20MG/ML 5 AMP,1,,2024-10-07 17:24:27,,True,Syrup,PharmaCorp,Asia,Vitamin
NALUFEN 20MG/ML 5 AMP,1,,2024-10-07 17:24:27,,True,Injection,MediHealth,North America,Antibiotic
NALUFEN 20MG/ML 5 AMP,4,,2024-10-07 17:24:28,,True,Syrup,CureWell,Middle East,Antibiotic
NALUFEN 20MG/ML 5 AMP,1,,2024-10-07 17:24:28,,True,Ointment,BioTech,Middle East,Antiviral
NALUFEN 20MG/ML 5 AMP,1,,2024-10-07 17:24:28,,True,Syrup,MediHealth,Middle East,Antiviral
NALUFEN 20MG/ML 5 AMP,1,,2024-10-07 17:24:28,,True,Syrup,PharmaCorp,North America,Painkiller
NALUFEN 20MG/ML 5AMP,1,,2024-10-07 17:24:28,,True,Tablet,CureWell,Middle East,Vitamin
NALUFEN 20MG/ML AMP,1,,2024-10-07 17:24:28,,True,Syrup,CureWell,North America,Vitamin
NALUFEN AMP,1,,2024-10-07 17:24:28,,True,Capsule,BioTech,Europe,Antiviral
NALUFIN 20MG/ML 5 AMP,3,,2024-10-07 17:24:28,,True,Tablet,CureWell,North America,Vitamin
NALUFIN 20MG/ML 5 AMP,1,,2024-10-07 17:24:28,,True,Syrup,BioTech,North America,Vitamin
NALUFIN 20MG/ML 5 AMP,2,,2024-10-07 17:24:28,,True,Syrup,BioTech,Africa,Antibiotic
NALUFIN 20MG/ML 5 AMPS.,1,,2024-10-07 17:24:28,,True,Tablet,PharmaCorp,Asia,Antiviral
NALUFIN 20MG/ML 5 AMPS.,1,,2024-10-07 17:24:28,,True,Injection,BioTech,Middle East,Antifungal
NALUFIN 20MG/ML 5 AMPS.,2,,2024-10-07 17:24:29,,True,Injection,BioTech,North America,Antibiotic
NALUFIN 20MG/ML 5 AMPS.,2,,2024-10-07 17:24:29,,True,Injection,MediHealth,Africa,Antifungal
NALUFIN 20MG/ML 5AMPS.,2,,2024-10-07 17:24:29,,True,Syrup,MedGen,Europe,Antiviral
NALUFIN 20MG/ML 5AMPS.,2,,2024-10-07 17:24:29,,True,Ointment,CureWell,North America,Antiviral
NALUKEI AMP,1,,2024-10-07 17:24:29,,True,Capsule,BioTech,Asia,Vitamin
NALUKEMI,1,,2024-10-07 17:24:29,,True,Capsule,MedGen,Europe,Antiviral
NALUKEMI 10MG/ML 5 AMP. I.M./I.V. (N/A),1,,2024-10-07 17:24:29,,True,Ointment,PharmaCorp,Asia,Antibiotic
NALUKEMI 20MG AMP,1,,2024-10-07 17:24:29,,True,Tablet,PharmaCorp,North America,Painkiller
NALUKEMI 20MG 5AMP,1,,2024-10-07 17:24:29,,True,Tablet,MedGen,Africa,Vitamin
NALUKEMI 20MG/ML 5 AMP. I.M./I.V.,1,,2024-10-07 17:24:29,,True,Capsule,PharmaCorp,Europe,Antifungal
NALUKEMI 20MG/ML 5 AMP. I.M./I.V.,1,,2024-10-07 17:24:29,,True,Ointment,BioTech,Asia,Antifungal
NALUKEMI 20MG/ML 5 AMP. I.M./I.V.,1,,2024-10-07 17:24:29,,True,Tablet,BioTech,Asia,Vitamin
NALUKEMI 20MG/ML 5 AMP. I.M./I.V.,1,,2024-10-07 17:24:29,,True,Ointment,CureWell,Asia,Painkiller
NALUKEMI 20MG/ML I.M./I.V./S.C.AMP.,1,,2024-10-07 17:24:30,,True,Injection,MedGen,Middle East,Antiviral
NALUKEMI AMP,1,,2024-10-07 17:24:30,,True,Ointment,PharmaCorp,Middle East,Antiviral
NAMELA CARE FACIAL CLEANSER,1,,2024-10-07 17:24:30,,True,Tablet,MediHealth,Asia,Painkiller
NAMELA CARE HAIR CONDITIONER 200 ML,1,,2024-10-07 17:24:30,,True,Syrup,MediHealth,Middle East,Antiviral
NAMELA CARE HAIR SHAMPOO 200ML,1,,2024-10-07 17:24:30,,True,Injection,CureWell,North America,Vitamin
NAMELA CARE SHAMPOO,1,,2024-10-07 17:24:30,,True,Capsule,BioTech,North America,Antiviral
NAMIX 20 PIECES,1,,2024-10-07 17:24:30,,True,Capsule,MediHealth,Europe,Antifungal
